39,0
759,0
1479,0
2919,1
3639,1
4359,1
5799,2
6519,2
7239,2
8679,0
9399,0
10119,0
11559,0
12279,2
12999,0
14439,0
15159,1
15879,0
17319,0
18039,2
18759,0
20199,0
20919,1
21639,0
22599,3
24039,3
25479,3
27879,3
28599,0
29319,2
30039,0
30759,0
31239,0
31719,1
35559,0
36279,0
36999,2
37719,0
38439,2
39399,1
43239,0
43959,2
44679,2
45399,2
46119,2
47079,1
49959,0
50919,0
53799,2
54759,2
56679,3
57399,3
58119,3
58599,1
59319,1
60039,0
60759,2
61479,0
61959,1
62439,2
63399,0
64359,2
65319,1
66279,0
66999,0
67719,2
68439,1
69159,2
69639,0
70119,1
71079,1
72039,0
72999,2
73959,0
74679,2
75399,1
76119,2
76839,0
77799,0
78759,2
79719,2
80679,1
81639,1
82359,2
83079,0
83799,2
84519,1
85479,0
86439,0
87399,3
88119,3
88839,3
89319,3
93159,0
94119,2
95079,1
96039,1
96999,0
97959,0
98919,2
99879,0
100839,3
101559,3
102279,3
104679,0
105639,2
106599,2
107559,0
108519,0
109479,1
110439,1
111399,0
112359,2
113079,0
113799,1
114519,0
115239,2
116199,2
116919,0
117639,1
118359,0
119079,2
119559,0
120279,0
120999,0
121959,2
122679,2
123399,1
124119,0
124839,0
125799,2
126519,1
127239,1
127959,0
128679,0
129639,2
130359,1
131079,1
131799,0
132519,0
133479,2
134439,3
134919,3
135399,3
136119,0
136839,0
138279,2
138999,0
139719,0
141159,1
141879,1
142599,1
144039,2
144759,0
145479,0
145959,3
146439,3
146919,3
147639,0
148359,2
149079,0
149799,0
150279,0
150759,1
154599,0
155319,0
156039,2
156759,0
157479,2
158439,1
162279,0
162999,2
163719,2
164439,2
165159,2
166119,1
168999,0
169959,0
172839,2
173799,2
175719,3
176439,3
177159,3
178119,2
178359,0
178599,1
178839,0
179079,2
179319,0
179559,1
179799,0
180039,2
180279,0
180519,2
180759,0
180999,1
181239,0
181479,2
181719,0
181959,2
182199,2
182439,0
182679,1
182919,0
183159,2
183399,0
183639,1
183879,0
184119,2
184359,0
184599,1
184839,1
185079,0
185319,2
185559,0
185799,1
186039,0
186279,2
186519,0
186759,1
186999,0
187239,2
187479,2
187719,0
187959,1
188199,0
188439,2
188679,0
188919,1
189159,0
189399,2
189639,2
189879,0
190119,1
190359,0
190599,2
190839,0
191079,1
191319,0
191559,2
191799,1
192039,2
192279,1
192519,2
192759,1
192999,2
193239,0
193479,1
193719,0
193959,2
194199,0
194439,1
194679,1
194919,0
195159,2
195399,0
195639,1
195879,2
196119,0
196359,1
196599,0
196839,2
197079,0
197319,2
197559,2
197799,1
198039,2
198279,1
198519,2
198759,0
198999,1
199239,0
199479,2
199719,2
199959,0
200199,1
200439,0
200679,2
200919,2
201159,2
201399,2
201639,1
201879,2
202119,2
202359,0
202599,1
202839,0
203079,1
203319,0
203559,1
203799,1
204039,0
204279,2
204519,0
204759,2
204999,2
205239,1
205479,2
205719,2
205959,1
206199,2
206439,3
207159,3
207879,3
208359,3
212199,0
213159,2
214119,1
215079,1
216039,0
216999,0
217959,2
218919,0
219879,3
220599,3
221319,3
223719,0
224679,2
225639,2
226599,0
227559,0
228519,1
229479,1
230439,0
231399,2
232119,0
232839,1
233559,0
234279,2
235239,2
235959,0
236679,1
237399,0
238119,2
238599,0
239319,0
240039,0
240999,2
241719,2
242439,1
243159,0
243879,0
244839,2
245559,1
246279,1
246999,0
247719,0
248679,2
249399,1
250119,1
250839,0
251559,0
252519,2
253479,3
253959,3
254439,3
255159,0
255879,0
257319,2
258039,0
258759,0
260199,1
260919,1
261639,1
263079,2
263799,0
264519,0
265239,3
265959,3
