1094,0
1574,0
2054,2
2534,2
3014,0
3494,0
4094,1
4454,1
4934,0
5414,0
5894,0
6374,0
6854,2
7334,2
7814,0
8294,0
8774,0
9254,0
9734,1
10214,1
10694,0
11174,0
11654,0
12134,0
12614,2
13094,2
13574,2
14054,2
14534,1
15014,2
15494,2
15974,2
16454,0
16934,0
17414,2
17894,2
18374,1
18854,1
19334,2
19814,2
20294,0
20774,0
21254,2
21734,2
22214,1
22694,1
23174,2
23654,2
24134,0
24614,0
25094,2
25574,2
26054,1
26534,1
27014,2
27494,2
27974,0
28454,0
28934,2
29414,2
29894,1
30374,1
30854,3
31334,3
31814,3
32294,3
33734,0
34094,2
34334,0
34574,1
34934,1
35414,0
35654,2
35894,2
36134,2
36494,1
37574,2
37934,2
38174,0
38414,1
38774,1
39254,0
39494,2
39734,2
39974,2
40334,1
41654,0
41894,0
42254,2
42494,2
42734,1
43574,2
43814,2
44174,0
44414,0
44654,0
45494,0
45734,0
46094,2
46334,2
46574,1
47174,2
47654,2
48134,3
48614,3
49094,3
49454,0
49694,0
49934,0
50294,2
51014,1
51374,1
51614,1
51854,1
52094,1
52334,1
52574,1
52814,0
53174,0
53774,2
54134,2
54854,0
55334,1
55814,2
56174,2
56414,2
56654,2
57014,1
57734,0
58094,2
58454,0
58934,1
59174,1
59534,2
59774,2
60014,2
60854,0
61094,0
61454,2
61694,2
61934,2
62534,0
63014,0
63494,3
63974,3
64454,3
65414,0
65894,2
66374,1
67334,2
67814,2
68294,0
69734,0
70214,2
71174,1
71654,1
72134,0
73574,2
74054,0
75014,1
75494,1
75974,0
77414,2
77894,1
78854,2
79334,2
79814,0
81254,1
81734,0
82694,2
83174,2
83654,1
85094,0
85574,2
86534,0
87014,0
87494,1
88934,2
89414,0
90374,1
90854,0
91334,0
92774,2
93254,3
93734,3
94214,3
94694,3
95174,0
95654,2
96134,1
96614,0
97094,2
97574,0
98054,1
98534,0
99014,2
99494,1
99974,2
100454,0
100934,1
101414,0
101894,2
102374,1
102854,2
103334,0
103814,2
104294,1
104774,0
105254,2
105734,2
106214,0
106694,1
107174,0
107654,2
108134,0
109094,3
109574,3
110054,3
110534,3
111134,0
111374,1
111734,1
112214,0
112454,2
112694,2
112934,2
113294,1
114374,2
114734,2
114974,0
115214,1
115574,1
116054,0
116294,2
116534,2
116774,2
117134,1
118454,0
118694,0
119054,2
119294,2
119534,1
120374,2
120614,2
120974,0
121214,0
121454,0
122294,0
122534,0
122894,2
123134,2
123374,1
123974,2
124454,2
124934,3
125414,3
125894,3
126254,0
126494,0
126734,0
127094,2
127814,1
128174,1
128414,1
128654,1
128894,1
129134,1
129374,1
129614,0
129974,0
130574,2
130934,2
131654,0
132134,1
132614,2
132974,2
133214,2
133454,2
133814,1
134414,0
134654,0
134894,2
135254,0
135734,1
135974,1
136334,2
136574,2
136814,2
137654,0
137894,0
138254,2
138494,2
138734,2
139334,0
139814,0
140294,3
140774,3
141254,3
142214,0
142694,2
143174,1
144134,2
144614,2
145094,0
146534,0
147014,2
147974,1
148454,1
148934,0
150374,2
150854,0
151814,1
152294,1
152774,0
154214,2
154694,1
155654,2
156134,2
156635,2
157334,1
157454,0
157934,0
158294,2
158534,2
159254,1
159374,0
159854,0
160214,2
160454,2
161174,1
161294,0
161774,0
162134,2
162374,2
163094,0
163214,1
163694,1
164054,2
164534,0
164774,2
164894,1
165134,1
165374,2
165614,0
165974,0
166454,2
166694,2
167054,0
167294,0
167534,1
167894,1
168374,0
168614,2
168974,1
169214,1
169454,2
169814,2
170054,3
170534,3
171014,3
171494,3
171974,0
172214,0
172334,2
172574,1
172814,2
173174,2
173654,0
173894,2
174134,1
174374,0
174494,1
174734,2
175814,0
176054,0
176174,2
176414,1
176654,0
177014,2
177494,0
177734,1
177974,1
178214,0
178334,0
178574,2
179654,0
179894,2
180134,2
180374,1
180494,0
180734,1
180974,0
181334,2
181814,0
182054,0
182294,0
182414,1
182654,1
182894,0
183254,2
183734,0
183974,0
184334,1
184574,1
184814,0
185174,2
185414,3
185894,3
186374,3
186854,3
187334,3
