50,0
290,0
530,2
890,1
1250,1
1970,0
2930,2
3890,0
4130,0
4370,1
4730,2
4970,0
5810,3
6290,3
7250,3
7730,0
8330,2
8570,1
9530,1
9650,2
10010,2
10130,0
10490,1
11210,1
11570,2
12290,1
12530,0
13490,0
13850,0
13970,2
14330,1
15050,1
15410,0
16010,2
16250,1
17210,1
17330,2
17690,2
17810,0
18170,1
18890,1
19250,2
19970,1
20210,0
21170,3
21650,3
22149,3
22629,3
23090,0
23690,2
23930,1
24890,1
25010,2
25370,2
25490,0
25850,1
26570,1
26930,2
27650,1
27890,0
28850,0
29210,0
29330,2
29690,1
30410,1
30770,0
31370,2
31610,1
32570,1
32690,2
33050,2
33170,0
33530,1
34250,1
34610,2
35330,1
35570,0
36526,3
37006,3
37505,3
37985,3
38450,0
39050,2
39290,1
40250,1
40370,2
40730,2
40850,0
41210,1
41930,1
42290,2
43010,1
43250,0
44210,0
44570,0
44690,2
45050,1
45770,1
46130,0
46730,2
46970,1
47930,1
48050,2
48410,2
48530,0
48890,1
49610,1
49970,2
50690,1
50930,0
51896,3
52376,3
52875,3
53355,3
53810,0
54410,2
54650,1
55610,1
55730,2
56090,2
56210,0
56570,1
57290,1
57650,2
58370,1
58610,0
59570,0
59930,0
60050,2
60410,1
61130,1
61490,0
62090,2
62330,1
63290,1
63410,2
63770,2
63890,0
64250,1
64970,1
65330,2
66050,1
66290,0
67264,3
67744,3
68243,3
68723,3
69170,0
69770,2
70010,1
70970,1
71090,2
71450,2
71570,0
71930,1
72650,1
73010,2
73730,1
73970,0
74930,0
75290,0
75410,2
75770,1
76490,1
76850,0
77450,2
77690,1
78650,1
78770,2
79130,2
79250,0
79610,1
80330,1
80690,2
81410,1
81650,0
82606,3
83086,3
83585,3
84065,3
84530,0
85130,2
85370,1
86330,1
86450,2
86810,2
86930,0
87290,1
88010,1
88370,2
89090,1
89330,0
90290,0
90650,0
90770,2
91130,1
91850,1
92210,0
92810,2
93050,1
94010,1
94130,2
94490,2
94610,0
94970,1
95690,1
96050,2
96770,1
97010,0
97989,3
98469,3
98969,3
99449,3
